0.000000	-0.029051
0.002004	-0.029051
0.004008	-0.029049
0.006012	-0.029047
0.008016	-0.029043
0.010020	-0.029038
0.012024	-0.029033
0.014028	-0.029026
0.016032	-0.029018
0.018036	-0.029009
0.020040	-0.029000
0.022044	-0.028989
0.024048	-0.028977
0.026052	-0.028964
0.028056	-0.028950
0.030060	-0.028935
0.032064	-0.028919
0.034068	-0.028901
0.036072	-0.028883
0.038076	-0.028864
0.040080	-0.028843
0.042084	-0.028821
0.044088	-0.028799
0.046092	-0.028775
0.048096	-0.028750
0.050100	-0.028723
0.052104	-0.028696
0.054108	-0.028667
0.056112	-0.028638
0.058116	-0.028607
0.060120	-0.028574
0.062124	-0.028541
0.064128	-0.028506
0.066132	-0.028470
0.068136	-0.028433
0.070140	-0.028394
0.072144	-0.028354
0.074148	-0.028313
0.076152	-0.028270
0.078156	-0.028226
0.080160	-0.028180
0.082164	-0.028133
0.084168	-0.028085
0.086172	-0.028035
0.088176	-0.027983
0.090180	-0.027930
0.092184	-0.027876
0.094188	-0.027820
0.096192	-0.027762
0.098196	-0.027703
0.100200	-0.027642
0.102204	-0.027579
0.104208	-0.027515
0.106212	-0.027449
0.108216	-0.027381
0.110220	-0.027312
0.112224	-0.027241
0.114228	-0.027168
0.116232	-0.027093
0.118236	-0.027016
0.120240	-0.026937
0.122244	-0.026856
0.124248	-0.026774
0.126253	-0.026689
0.128257	-0.026603
0.130261	-0.026514
0.132265	-0.026424
0.134269	-0.026331
0.136273	-0.026236
0.138277	-0.026139
0.140281	-0.026040
0.142285	-0.025938
0.144289	-0.025835
0.146293	-0.025729
0.148297	-0.025621
0.150301	-0.025511
0.152305	-0.025398
0.154309	-0.025283
0.156313	-0.025165
0.158317	-0.025045
0.160321	-0.024923
0.162325	-0.024798
0.164329	-0.024670
0.166333	-0.024541
0.168337	-0.024408
0.170341	-0.024273
0.172345	-0.024135
0.174349	-0.023995
0.176353	-0.023852
0.178357	-0.023706
0.180361	-0.023557
0.182365	-0.023406
0.184369	-0.023252
0.186373	-0.023095
0.188377	-0.022935
0.190381	-0.022772
0.192385	-0.022607
0.194389	-0.022438
0.196393	-0.022267
0.198397	-0.022092
0.200401	-0.021915
0.202405	-0.021734
0.204409	-0.021550
0.206413	-0.021364
0.208417	-0.021174
0.210421	-0.020981
0.212425	-0.020784
0.214429	-0.020585
0.216433	-0.020382
0.218437	-0.020176
0.220441	-0.019967
0.222445	-0.019754
0.224449	-0.019538
0.226453	-0.019319
0.228457	-0.019096
0.230461	-0.018870
0.232465	-0.018641
0.234469	-0.018408
0.236473	-0.018171
0.238477	-0.017931
0.240481	-0.017688
0.242485	-0.017440
0.244489	-0.017190
0.246493	-0.016935
0.248497	-0.016677
0.250501	-0.016416
0.252505	-0.016150
0.254509	-0.015881
0.256513	-0.015608
0.258517	-0.015332
0.260521	-0.015052
0.262525	-0.014768
0.264529	-0.014480
0.266533	-0.014188
0.268537	-0.013892
0.270541	-0.013593
0.272545	-0.013290
0.274549	-0.012983
0.276553	-0.012671
0.278557	-0.012356
0.280561	-0.012037
0.282565	-0.011714
0.284569	-0.011387
0.286573	-0.011056
0.288577	-0.010721
0.290581	-0.010382
0.292585	-0.010039
0.294589	-0.009692
0.296593	-0.009341
0.298597	-0.008985
0.300601	-0.008626
0.302605	-0.008262
0.304609	-0.007894
0.306613	-0.007522
0.308617	-0.007146
0.310621	-0.006766
0.312625	-0.006381
0.314629	-0.005992
0.316633	-0.005600
0.318637	-0.005202
0.320641	-0.004801
0.322645	-0.004395
0.324649	-0.003985
0.326653	-0.003571
0.328657	-0.003153
0.330661	-0.002730
0.332665	-0.002303
0.334669	-0.001872
0.336673	-0.001436
0.338677	-0.000996
0.340681	-0.000552
0.342685	-0.000103
0.344689	0.000350
0.346693	0.000807
0.348697	0.001269
0.350701	0.001735
0.352705	0.002205
0.354709	0.002680
0.356713	0.003159
0.358717	0.003642
0.360721	0.004130
0.362725	0.004622
0.364729	0.005119
0.366733	0.005619
0.368737	0.006125
0.370741	0.006634
0.372745	0.007148
0.374749	0.007666
0.376754	0.008189
0.378758	0.008716
0.380762	0.009247
0.382766	0.009783
0.384770	0.010323
0.386774	0.010868
0.388778	0.011416
0.390782	0.011970
0.392786	0.012527
0.394790	0.013089
0.396794	0.013655
0.398798	0.014225
0.400802	0.014800
0.402806	0.015379
0.404810	0.015962
0.406814	0.016550
0.408818	0.017142
0.410822	0.017738
0.412826	0.018338
0.414830	0.018943
