0.000000	0.000000
0.002004	0.000520
0.004008	0.001038
0.006012	0.001555
0.008016	0.002071
0.010020	0.002587
0.012024	0.003102
0.014028	0.003618
0.016032	0.004135
0.018036	0.004652
0.020040	0.005171
0.022044	0.005692
0.024048	0.006216
0.026052	0.006741
0.028056	0.007270
0.030060	0.007802
0.032064	0.008338
0.034068	0.008878
0.036072	0.009422
0.038076	0.009971
0.040080	0.010524
0.042084	0.011083
0.044088	0.011648
0.046092	0.012218
0.048096	0.012795
0.050100	0.013378
0.052104	0.013968
0.054108	0.014565
0.056112	0.015170
0.058116	0.015782
0.060120	0.016402
0.062124	0.017030
0.064128	0.017666
0.066132	0.018311
0.068136	0.018965
0.070140	0.019628
0.072144	0.020301
0.074148	0.020983
0.076152	0.021675
0.078156	0.022377
0.080160	0.023089
0.082164	0.023811
0.084168	0.024544
0.086172	0.025288
0.088176	0.026043
0.090180	0.026809
0.092184	0.027587
0.094188	0.028376
0.096192	0.029176
0.098196	0.029989
0.100200	0.030814
0.102204	0.031650
0.104208	0.032499
0.106212	0.033361
0.108216	0.034235
0.110220	0.035122
0.112224	0.036021
0.114228	0.036934
0.116232	0.037860
0.118236	0.038798
0.120240	0.039750
0.122244	0.040716
0.124248	0.041695
0.126253	0.042687
0.128257	0.043694
0.130261	0.044713
0.132265	0.045747
0.134269	0.046795
0.136273	0.047856
0.138277	0.048932
0.140281	0.050021
0.142285	0.051125
0.144289	0.052243
0.146293	0.053375
0.148297	0.054521
0.150301	0.055682
0.152305	0.056857
0.154309	0.058046
0.156313	0.059250
0.158317	0.060467
0.160321	0.061700
0.162325	0.062947
0.164329	0.064208
0.166333	0.065483
0.168337	0.066773
0.170341	0.068077
0.172345	0.069396
0.174349	0.070729
0.176353	0.072076
0.178357	0.073438
0.180361	0.074814
0.182365	0.076204
0.184369	0.077608
0.186373	0.079027
0.188377	0.080459
0.190381	0.081906
0.192385	0.083367
0.194389	0.084842
0.196393	0.086330
0.198397	0.087833
0.200401	0.089349
0.202405	0.090879
0.204409	0.092423
0.206413	0.093980
0.208417	0.095551
0.210421	0.097135
0.212425	0.098733
0.214429	0.100344
0.216433	0.101968
0.218437	0.103605
0.220441	0.105255
0.222445	0.106917
0.224449	0.108593
0.226453	0.110281
0.228457	0.111982
0.230461	0.113695
0.232465	0.115421
0.234469	0.117159
0.236473	0.118908
0.238477	0.120670
0.240481	0.122444
0.242485	0.124229
0.244489	0.126026
0.246493	0.127834
0.248497	0.129654
0.250501	0.131485
0.252505	0.133327
0.254509	0.135180
0.256513	0.137043
0.258517	0.138917
0.260521	0.140802
0.262525	0.142696
0.264529	0.144601
0.266533	0.146516
0.268537	0.148441
0.270541	0.150375
0.272545	0.152319
0.274549	0.154272
0.276553	0.156234
0.278557	0.158206
0.280561	0.160186
0.282565	0.162175
0.284569	0.164172
0.286573	0.166178
0.288577	0.168191
0.290581	0.170213
0.292585	0.172242
0.294589	0.174279
0.296593	0.176324
0.298597	0.178375
0.300601	0.180434
0.302605	0.182499
0.304609	0.184571
0.306613	0.186650
0.308617	0.188734
0.310621	0.190825
0.312625	0.192922
0.314629	0.195024
0.316633	0.197132
0.318637	0.199245
0.320641	0.201363
0.322645	0.203487
0.324649	0.205614
0.326653	0.207747
0.328657	0.209883
0.330661	0.212024
0.332665	0.214168
0.334669	0.216316
0.336673	0.218467
0.338677	0.220622
0.340681	0.222780
0.342685	0.224940
0.344689	0.227104
0.346693	0.229269
0.348697	0.231437
0.350701	0.233606
0.352705	0.235778
0.354709	0.237951
0.356713	0.240125
0.358717	0.242300
0.360721	0.244477
0.362725	0.246654
0.364729	0.248831
0.366733	0.251009
0.368737	0.253186
0.370741	0.255364
0.372745	0.257541
0.374749	0.259717
0.376754	0.261893
0.378758	0.264067
0.380762	0.266240
0.382766	0.268412
0.384770	0.270582
0.386774	0.272750
0.388778	0.274916
0.390782	0.277079
0.392786	0.279240
0.394790	0.281398
0.396794	0.283553
0.398798	0.285704
0.400802	0.287853
0.402806	0.289997
0.404810	0.292137
0.406814	0.294274
0.408818	0.296406
0.410822	0.298533
0.412826	0.300656
0.414830	0.302773
0.416834	0.304885
0.418838	0.306992
0.420842	0.309093
0.422846	0.311189
0.424850	0.313278
0.426854	0.315360
0.428858	0.317436
0.430862	0.319506
0.432866	0.321568
0.434870	0.323623
0.436874	0.325671
0.438878	0.327711
0.440882	0.329743
0.442886	0.331767
0.444890	0.333783
0.446894	0.335790
0.448898	0.337788
0.450902	0.339778
0.452906	0.341758
0.454910	0.343729
0.456914	0.345690
0.458918	0.347642
0.460922	0.349583
0.462926	0.351515
0.464930	0.353436
0.466934	0.355346
